GeneID,20XA,20XB,20XD,20VB,20VC,20VD,44XC,44XD,44XE,44VA,44VC,44VE
"gene_id ""PDENDC454_14057""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14057""; ",60,42,24,52,117,56,14,21,32,28,9,20
"gene_id ""PDENDC454_14062""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14062""; ",110,122,104,102,264,112,49,33,107,37,54,51
"gene_id ""PDENDC454_14067""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14067""; ",143,105,119,82,187,80,69,96,153,90,59,95
"gene_id ""PDENDC454_14072""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14072""; ",433,435,421,190,320,279,454,308,889,508,217,211
"gene_id ""PDENDC454_14077""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14077""; ",109,117,80,51,114,76,91,85,112,95,52,53
"gene_id ""PDENDC454_14082""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14082""; ",99,59,80,48,119,70,68,49,60,42,33,55
"gene_id ""PDENDC454_14087""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14087""; ",141,137,87,93,159,81,53,66,100,47,24,81
"gene_id ""PDENDC454_14092""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14092""; ",57,36,61,39,57,49,21,42,6,30,23,26
"gene_id ""PDENDC454_14097""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14097""; ",48,91,53,39,79,32,43,64,107,37,34,38
"gene_id ""PDENDC454_14102""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14102""; ",77,30,40,26,78,67,39,36,28,31,12,23
"gene_id ""PDENDC454_14107""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14107""; ",398,294,292,233,416,274,185,136,160,158,71,100
"gene_id ""PDENDC454_14112""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14112""; ",69,29,48,31,45,54,44,54,66,39,30,54
"gene_id ""PDENDC454_14117""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14117""; ",206,112,174,59,126,50,1114,945,1591,418,501,389
"gene_id ""PDENDC454_14122""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14122""; ",50,69,33,49,72,45,57,44,117,57,36,19
"gene_id ""PDENDC454_14127""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14127""; ",113,116,39,55,103,78,76,39,111,54,23,23
"gene_id ""PDENDC454_14132""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14132""; ",15,12,10,13,21,49,31,12,13,7,9,28
"gene_id ""PDENDC454_14137""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14137""; ",20,7,14,2,16,2,15,11,10,7,9,10
"gene_id ""PDENDC454_14142""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14142""; ",6,5,6,7,9,4,11,11,1,0,2,7
"gene_id ""PDENDC454_14147""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14147""; ",551,633,440,531,809,510,342,326,348,266,365,548
"gene_id ""PDENDC454_14152""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14152""; ",4,18,3,7,10,1,19,23,3,31,1,16
"gene_id ""PDENDC454_14157""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14157""; ",124,178,196,131,198,115,102,66,87,63,82,78
"gene_id ""PDENDC454_14162""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14162""; ",29,55,29,34,62,49,58,37,39,18,32,33
"gene_id ""PDENDC454_14177""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14177""; ",94,80,51,55,101,62,59,70,73,54,37,77
"gene_id ""PDENDC454_14182""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14182""; ",15,14,18,5,21,14,20,5,8,12,24,28
"gene_id ""PDENDC454_14187""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14187""; ",28,30,29,20,46,52,42,29,35,29,38,37
"gene_id ""PDENDC454_14192""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14192""; ",48,36,65,40,53,30,61,23,53,44,25,49
"gene_id ""PDENDC454_14197""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14197""; ",72,69,143,94,120,138,85,64,40,84,68,69
"gene_id ""PDENDC454_14202""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14202""; ",1081,1248,1151,1160,2385,1319,221,246,415,272,219,138
"gene_id ""PDENDC454_14207""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14207""; ",1276,1522,1113,1226,2454,1290,179,285,280,271,155,135
"gene_id ""PDENDC454_14212""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14212""; ",6,0,20,11,18,8,12,22,8,27,6,15
"gene_id ""PDENDC454_14217""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14217""; ",56,24,41,18,35,44,41,37,42,53,32,67
"gene_id ""PDENDC454_14222""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14222""; ",25,11,30,5,18,11,8,21,16,28,18,32
"gene_id ""PDENDC454_14227""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14227""; ",44,92,85,42,83,74,92,67,136,56,53,60
"gene_id ""PDENDC454_14232""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14232""; ",224,158,176,102,175,115,310,414,423,277,247,237
"gene_id ""PDENDC454_14237""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_14237""; ",15,27,17,23,15,21,18,7,1,19,19,31
"gene_id ""PDENDC454_13787""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13787""; ",86,128,90,60,70,64,107,81,62,71,82,91
"gene_id ""PDENDC454_13792""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13792""; ",322,291,267,160,380,201,385,271,364,299,142,251
"gene_id ""PDENDC454_13797""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13797""; ",18,15,17,7,8,3,28,35,30,13,21,46
"gene_id ""PDENDC454_13802""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13802""; ",8,14,2,0,2,3,12,19,2,5,0,9
"gene_id ""PDENDC454_13807""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13807""; ",0,5,0,5,2,2,26,14,5,25,0,13
"gene_id ""PDENDC454_13812""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13812""; ",0,0,0,0,0,0,0,0,0,0,0,0
"gene_id ""PDENDC454_13817""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13817""; ",0,0,0,0,0,0,0,0,0,0,0,0
"gene_id ""PDENDC454_13822""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13822""; ",26,27,21,4,17,25,27,31,39,36,27,15
"gene_id ""PDENDC454_13827""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13827""; ",154,116,143,42,78,32,149,173,275,247,97,80
"gene_id ""PDENDC454_13832""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13832""; ",165,206,137,101,257,136,73,72,125,92,105,81
"gene_id ""PDENDC454_13837""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13837""; ",72,41,32,30,77,67,41,34,49,36,18,41
"gene_id ""PDENDC454_13842""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13842""; ",96,61,54,36,61,73,56,26,68,92,20,63
"gene_id ""PDENDC454_13847""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13847""; ",80,98,68,26,85,89,84,70,76,87,18,48
"gene_id ""PDENDC454_13852""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13852""; ",27,31,18,4,6,19,53,111,266,64,59,18
"gene_id ""PDENDC454_13857""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13857""; ",15,22,10,5,6,0,13,12,6,28,7,19
"gene_id ""PDENDC454_13862""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13862""; ",31,16,19,19,14,22,50,27,16,38,11,11
"gene_id ""PDENDC454_13867""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13867""; ",7,0,11,6,4,0,4,19,13,0,5,32
"gene_id ""PDENDC454_13872""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13872""; ",23,32,76,28,26,39,86,53,74,47,27,45
"gene_id ""PDENDC454_13877""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13877""; ",8,11,29,6,14,9,28,37,12,32,6,16
"gene_id ""PDENDC454_13882""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13882""; ",12,31,36,8,27,25,70,41,39,43,23,78
"gene_id ""PDENDC454_13887""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13887""; ",36,53,52,27,44,39,35,38,65,19,23,75
"gene_id ""PDENDC454_13892""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13892""; ",36,41,19,15,37,24,36,37,30,49,10,40
"gene_id ""PDENDC454_13897""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13897""; ",59,80,78,50,79,61,96,61,74,58,56,91
"gene_id ""PDENDC454_13902""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13902""; ",10,22,14,8,11,25,23,7,4,8,0,30
"gene_id ""PDENDC454_13907""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13907""; ",35,59,53,38,55,47,80,80,48,72,15,92
"gene_id ""PDENDC454_13912""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13912""; ",2,3,5,0,5,0,0,6,13,3,0,9
"gene_id ""PDENDC454_13917""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13917""; ",335,288,275,135,236,186,171,213,272,206,210,242
"gene_id ""PDENDC454_13922""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13922""; ",139,189,201,83,167,114,175,160,183,151,123,167
"gene_id ""PDENDC454_13927""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13927""; ",76,63,49,34,54,46,62,68,95,46,62,66
"gene_id ""PDENDC454_13932""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13932""; ",175,148,173,77,165,127,91,116,183,119,151,120
"gene_id ""PDENDC454_13937""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13937""; ",96,73,112,65,48,64,28,22,62,43,41,55
"gene_id ""PDENDC454_13942""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13942""; ",83,74,70,27,52,47,27,24,45,38,29,48
"gene_id ""PDENDC454_13947""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13947""; ",294,307,413,103,134,172,100,97,117,113,74,141
"gene_id ""PDENDC454_13952""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13952""; ",47,77,48,19,49,23,86,71,47,52,60,74
"gene_id ""PDENDC454_13957""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13957""; ",316,356,338,209,263,276,166,174,214,220,149,320
"gene_id ""PDENDC454_13962""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13962""; ",54,55,50,35,70,44,54,75,126,70,73,38
"gene_id ""PDENDC454_13967""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13967""; ",382,370,468,205,347,271,522,488,760,361,395,468
"gene_id ""PDENDC454_13972""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13972""; ",235,213,252,169,233,162,344,320,357,162,222,235
"gene_id ""PDENDC454_13977""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13977""; ",150,114,124,91,127,138,188,147,191,127,83,139
"gene_id ""PDENDC454_13982""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13982""; ",4272,4741,4083,2933,5934,4299,1584,1886,2656,1910,1473,1433
"gene_id ""PDENDC454_13987""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13987""; ",37,35,57,16,45,15,25,20,24,42,18,25
"gene_id ""PDENDC454_13992""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13992""; ",51,27,41,18,42,26,120,98,64,45,18,103
"gene_id ""PDENDC454_13545""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13545""; ",266,239,206,119,297,210,108,130,166,133,126,136
"gene_id ""PDENDC454_13550""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13550""; ",452,286,527,83,188,317,739,704,1085,684,407,442
"gene_id ""PDENDC454_13555""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13555""; ",817,455,662,189,356,496,619,593,1162,612,396,357
"gene_id ""PDENDC454_13560""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13560""; ",2818,2520,2601,1123,2452,1821,1304,1922,2347,2017,1499,1437
"gene_id ""PDENDC454_13565""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13565""; ",4708,3662,3974,1676,3113,2975,2349,2515,5620,3303,2451,1586
"gene_id ""PDENDC454_13570""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13570""; ",8822,6846,7240,3168,5525,4904,4412,4180,9523,6766,4104,2719
"gene_id ""PDENDC454_13575""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13575""; ",50,38,33,20,59,34,75,36,64,39,18,40
"gene_id ""PDENDC454_13580""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13580""; ",131,126,109,57,119,71,85,93,116,105,55,115
"gene_id ""PDENDC454_13585""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13585""; ",61,72,50,36,75,67,103,38,34,52,36,76
"gene_id ""PDENDC454_13590""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13590""; ",64,47,28,27,79,62,30,34,46,41,25,60
"gene_id ""PDENDC454_13595""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13595""; ",65,50,49,44,97,76,66,56,74,90,20,68
"gene_id ""PDENDC454_13600""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13600""; ",72,52,54,35,55,36,90,58,90,76,18,36
"gene_id ""PDENDC454_13605""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13605""; ",197,113,136,116,265,77,135,161,281,242,132,91
"gene_id ""PDENDC454_13610""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13610""; ",101,97,112,51,147,107,178,89,368,137,21,117
"gene_id ""PDENDC454_13615""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13615""; ",51,36,40,30,25,41,36,46,99,32,8,53
"gene_id ""PDENDC454_13620""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13620""; ",37,72,98,31,68,33,11,54,33,46,29,60
"gene_id ""PDENDC454_13625""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13625""; ",173,139,156,100,173,92,109,51,136,73,62,134
"gene_id ""PDENDC454_13630""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13630""; ",131,140,112,92,208,104,63,81,68,92,43,65
"gene_id ""PDENDC454_13635""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13635""; ",310,392,347,200,358,203,204,144,215,166,190,259
"gene_id ""PDENDC454_13640""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13640""; ",27,17,25,13,19,7,45,34,31,24,16,38
"gene_id ""PDENDC454_13645""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13645""; ",26,16,19,12,44,7,41,23,12,24,16,28
"gene_id ""PDENDC454_13650""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13650""; ",14,7,9,0,3,4,6,12,0,22,5,12
"gene_id ""PDENDC454_13655""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13655""; ",1,2,0,2,0,8,10,17,0,4,0,10
"gene_id ""PDENDC454_13660""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13660""; ",192,256,215,88,223,164,105,140,195,225,86,102
"gene_id ""PDENDC454_13665""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13665""; ",1171,1269,1000,860,1797,1106,501,527,721,501,588,741
"gene_id ""PDENDC454_13670""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13670""; ",367,354,381,198,444,244,258,206,214,177,148,192
"gene_id ""PDENDC454_13675""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13675""; ",24,41,67,23,60,19,9,14,25,37,29,31
"gene_id ""PDENDC454_13680""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13680""; ",551,593,798,541,938,619,338,416,354,312,454,398
"gene_id ""PDENDC454_13685""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13685""; ",585,651,778,406,946,643,309,478,474,262,418,430
"gene_id ""PDENDC454_13690""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13690""; ",679,727,864,655,1181,796,443,624,508,396,528,485
"gene_id ""PDENDC454_13695""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13695""; ",511,733,590,567,921,578,310,395,523,341,343,413
"gene_id ""PDENDC454_13700""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13700""; ",210,299,208,375,883,380,139,133,113,136,59,107
"gene_id ""PDENDC454_13705""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13705""; ",429,551,377,704,1417,675,189,204,193,185,143,216
"gene_id ""PDENDC454_13710""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13710""; ",2154,1521,1768,1124,2102,1441,1292,1266,2597,1609,776,847
"gene_id ""PDENDC454_13715""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13715""; ",287,273,258,134,349,218,178,103,244,181,81,135
"gene_id ""PDENDC454_13720""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13720""; ",188,143,179,122,228,166,134,117,219,120,55,128
"gene_id ""PDENDC454_13725""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13725""; ",122,101,73,100,122,90,98,115,196,208,58,83
"gene_id ""PDENDC454_13730""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13730""; ",29,23,0,0,13,8,18,13,30,15,6,23
"gene_id ""PDENDC454_13735""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13735""; ",29551,19299,16559,12291,24811,14928,13521,13221,31750,26138,8630,5960
"gene_id ""PDENDC454_13740""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13740""; ",304,296,240,226,453,232,115,143,212,185,54,126
"gene_id ""PDENDC454_13745""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13745""; ",0,0,1,1,5,0,5,0,17,15,3,7
"gene_id ""PDENDC454_13750""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13750""; ",0,0,0,0,0,2,2,1,4,0,0,2
"gene_id ""PDENDC454_13755""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13755""; ",6,8,0,8,5,6,9,29,17,27,3,36
"gene_id ""PDENDC454_t13787""; transcript_id """"; gbkey ""Gene""; gene_biotype ""tRNA""; locus_tag ""PDENDC454_t13787""; ",25,18,24,18,21,8,33,18,30,57,10,19
"gene_id ""PDENDC454_13760""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13760""; ",1832,1513,1134,936,1567,1040,724,865,949,742,637,748
"gene_id ""PDENDC454_13765""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13765""; ",1699,1504,1213,1041,2038,1296,838,1040,1116,929,887,1015
"gene_id ""PDENDC454_13770""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13770""; ",1951,1952,1401,1118,2271,1407,816,1067,1136,970,877,893
"gene_id ""PDENDC454_13775""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13775""; ",900,732,747,524,1035,664,380,447,510,480,344,328
"gene_id ""PDENDC454_13780""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13780""; ",4592,4248,2583,2403,4418,2384,1743,2246,3043,2131,1549,1982
"gene_id ""PDENDC454_13345""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13345""; ",1168,1522,1085,906,1448,849,613,840,680,733,758,1396
"gene_id ""PDENDC454_13350""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13350""; ",13,16,0,5,7,7,4,8,1,3,6,9
"gene_id ""PDENDC454_13355""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13355""; ",188,169,126,53,140,87,84,87,154,110,79,113
"gene_id ""PDENDC454_13360""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13360""; ",546,592,399,488,807,451,214,231,286,222,228,294
"gene_id ""PDENDC454_13365""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13365""; ",517,499,499,375,686,390,300,296,375,326,159,325
"gene_id ""PDENDC454_13370""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13370""; ",312,175,265,115,277,151,151,178,376,333,65,88
"gene_id ""PDENDC454_13375""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13375""; ",367,312,319,234,333,259,134,196,129,159,97,200
"gene_id ""PDENDC454_13380""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13380""; ",162,189,147,100,180,143,142,93,209,135,97,102
"gene_id ""PDENDC454_13385""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13385""; ",591,897,496,475,972,655,1618,1059,3495,2864,1372,1684
"gene_id ""PDENDC454_13390""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13390""; ",72,89,123,51,117,83,62,59,133,98,55,75
"gene_id ""PDENDC454_13395""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13395""; ",446,501,281,284,421,342,389,497,497,440,381,573
"gene_id ""PDENDC454_13400""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13400""; ",305,481,405,279,406,290,254,309,274,217,238,437
"gene_id ""PDENDC454_13405""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13405""; ",2084,1141,1912,280,416,277,1490,1266,1351,1593,1147,1429
"gene_id ""PDENDC454_13410""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13410""; ",848,667,1289,192,290,195,641,796,674,652,723,985
"gene_id ""PDENDC454_13415""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13415""; ",732,406,981,109,191,88,458,698,603,362,467,668
"gene_id ""PDENDC454_13420""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13420""; ",548,315,623,95,214,116,364,389,372,311,312,419
"gene_id ""PDENDC454_13425""; transcript_id """"; gbkey ""Gene""; gene_biotype ""protein_coding""; locus_tag ""PDENDC454_13425""; ",136,69,210,22,48,24,83,81,178,64,64,121
